TYPE,NAME,CONTEXT,LANGUAGE,FILE,LINE_NUMBER,SPLIT_IDENTIFIER,GRAMMAR_PATTERN,IDENTIFIER_ID,POSITION,NORMALIZED_POSITION,CONTEXT_NUMBER,WORD,CORRECT_TAG
SEXP*,R_igraph_0orvector_bool_to_SEXP,FUNCTION,C,cloned_repositories/rigraph.git/src/rinterface_extra.c,2624,R igraph 0 or vector bool to SEXP,PRE PRE D CJ NM N P N,1178,4,1,4,vector,NM
SEXP*,R_igraph_0orvector_bool_to_SEXP,FUNCTION,C,cloned_repositories/rigraph.git/src/rinterface_extra.c,2624,R igraph 0 or vector bool to SEXP,PRE PRE D CJ NM N P N,1178,5,1,4,bool,N
SEXP*,R_igraph_0orvector_bool_to_SEXP,FUNCTION,C,cloned_repositories/rigraph.git/src/rinterface_extra.c,2624,R igraph 0 or vector bool to SEXP,PRE PRE D CJ NM N P N,1178,6,1,4,to,P
SEXP*,R_igraph_0orvector_bool_to_SEXP,FUNCTION,C,cloned_repositories/rigraph.git/src/rinterface_extra.c,2624,R igraph 0 or vector bool to SEXP,PRE PRE D CJ NM N P N,1178,7,2,4,sexp,N
void,restore_degs_only,FUNCTION,C++,cloned_repositories/rigraph.git/src/vendor/cigraph/src/games/degree_sequence_vl/gengraph_graph_molloy_optimized.cpp,214,restore degs only,V NPL VM,1179,0,0,4,restore,V
void,restore_degs_only,FUNCTION,C++,cloned_repositories/rigraph.git/src/vendor/cigraph/src/games/degree_sequence_vl/gengraph_graph_molloy_optimized.cpp,214,restore degs only,V NPL VM,1179,1,1,4,degs,NPL
void,restore_degs_only,FUNCTION,C++,cloned_repositories/rigraph.git/src/vendor/cigraph/src/games/degree_sequence_vl/gengraph_graph_molloy_optimized.cpp,214,restore degs only,V NPL VM,1179,2,2,4,only,VM
uint32_t,keep_when_false,PARAMETER,C,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.c,149,keep when false,V VM NM,1180,0,0,5,keep,V
uint32_t,keep_when_false,PARAMETER,C,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.c,149,keep when false,V VM NM,1180,1,1,5,when,VM
uint32_t,keep_when_false,PARAMETER,C,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.c,149,keep when false,V VM NM,1180,2,2,5,false,NM
uint32_t,keep_when_true,PARAMETER,C,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.h,47,keep when true,V VM NM,1181,0,0,5,keep,V
uint32_t,keep_when_true,PARAMETER,C,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.h,47,keep when true,V VM NM,1181,1,1,5,when,VM
uint32_t,keep_when_true,PARAMETER,C,cloned_repositories/rigraph.git/src/vendor/cigraph/src/graph/caching.h,47,keep when true,V VM NM,1181,2,2,5,true,NM
int,num_ascnt,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/relax4.h,71,num ascnt,NM N,1182,0,0,1,num,NM
int,num_ascnt,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/relax4.h,71,num ascnt,NM N,1182,1,2,1,ascnt,N
int,as_binary,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl.h,244,as binary,P N,1183,0,0,1,as,P
int,as_binary,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl.h,244,as binary,P N,1183,1,2,1,binary,N
int,as_within,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl.h,240,as within,P P,1184,0,0,1,as,P
int,as_within,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl.h,240,as within,P P,1184,1,2,1,within,P
int,as_in,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl.h,242,as in,P P,1185,0,0,1,as,P
int,as_in,ATTRIBUTE,C,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl.h,242,as in,P P,1185,1,2,1,in,P
bool,s3fs_strtoofft,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/string_util.cpp,89,s3fs str to offt,PRE N P N,1186,0,0,4,s3fs,PRE
bool,s3fs_strtoofft,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/string_util.cpp,89,s3fs str to offt,PRE N P N,1186,1,1,4,str,N
bool,s3fs_strtoofft,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/string_util.cpp,89,s3fs str to offt,PRE N P N,1186,2,1,4,to,P
bool,s3fs_strtoofft,FUNCTION,C++,cloned_repositories/s3fs-fuse.git/src/string_util.cpp,89,s3fs str to offt,PRE N P N,1186,3,2,4,offt,N
List,asSortedEntryList,FUNCTION,Java,cloned_repositories/Singularity.git/SingularityBase/src/main/java/com/hubspot/mesos/CounterMap.java,86,as Sorted Entry List,P NM NM N,1187,0,0,4,as,P
List,asSortedEntryList,FUNCTION,Java,cloned_repositories/Singularity.git/SingularityBase/src/main/java/com/hubspot/mesos/CounterMap.java,86,as Sorted Entry List,P NM NM N,1187,1,1,4,sorted,NM
List,asSortedEntryList,FUNCTION,Java,cloned_repositories/Singularity.git/SingularityBase/src/main/java/com/hubspot/mesos/CounterMap.java,86,as Sorted Entry List,P NM NM N,1187,2,1,4,entry,NM
List,asSortedEntryList,FUNCTION,Java,cloned_repositories/Singularity.git/SingularityBase/src/main/java/com/hubspot/mesos/CounterMap.java,86,as Sorted Entry List,P NM NM N,1187,3,2,4,list,N
String,pathNameforLogs,PARAMETER,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/CuratorAsyncManager.java,212,path Name for Logs,NM N P NPL,1188,0,0,5,path,NM
String,pathNameforLogs,PARAMETER,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/CuratorAsyncManager.java,212,path Name for Logs,NM N P NPL,1188,1,1,5,name,N
String,pathNameforLogs,PARAMETER,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/CuratorAsyncManager.java,212,path Name for Logs,NM N P NPL,1188,2,1,5,for,P
String,pathNameforLogs,PARAMETER,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/CuratorAsyncManager.java,212,path Name for Logs,NM N P NPL,1188,3,2,5,logs,NPL
boolean,tooOld,DECLARATION,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/scheduler/SingularityCleaner.java,189,too Old,VM NM,1189,0,0,3,too,VM
boolean,tooOld,DECLARATION,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/scheduler/SingularityCleaner.java,189,too Old,VM NM,1189,1,2,3,old,NM
boolean,tooManyShufflingTasks,DECLARATION,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/scheduler/SingularityTaskShuffler.java,180,too Many Shuffling Tasks,VM NM V NPL,1190,0,0,3,too,VM
boolean,tooManyShufflingTasks,DECLARATION,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/scheduler/SingularityTaskShuffler.java,180,too Many Shuffling Tasks,VM NM V NPL,1190,1,1,3,many,NM
boolean,tooManyShufflingTasks,DECLARATION,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/scheduler/SingularityTaskShuffler.java,180,too Many Shuffling Tasks,VM NM V NPL,1190,2,1,3,shuffling,V
boolean,tooManyShufflingTasks,DECLARATION,Java,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/scheduler/SingularityTaskShuffler.java,180,too Many Shuffling Tasks,VM NM V NPL,1190,3,2,3,tasks,NPL
ProxyInfo,forSocks4Proxy,FUNCTION,Java,cloned_repositories/Smack.git/smack-core/src/main/java/org/jivesoftware/smack/proxy/ProxyInfo.java,63,for Socks4 Proxy,P NM N,1191,0,0,4,for,P
ProxyInfo,forSocks4Proxy,FUNCTION,Java,cloned_repositories/Smack.git/smack-core/src/main/java/org/jivesoftware/smack/proxy/ProxyInfo.java,63,for Socks4 Proxy,P NM N,1191,1,1,4,socks4,NM
ProxyInfo,forSocks4Proxy,FUNCTION,Java,cloned_repositories/Smack.git/smack-core/src/main/java/org/jivesoftware/smack/proxy/ProxyInfo.java,63,for Socks4 Proxy,P NM N,1191,2,2,4,proxy,N
boolean,onlyDone,ATTRIBUTE,Java,cloned_repositories/Smack.git/smack-experimental/src/main/java/org/jivesoftware/smackx/iot/data/filter/IoTFieldsExtensionFilter.java,27,only Done,VM NM,1192,0,0,1,only,VM
boolean,onlyDone,ATTRIBUTE,Java,cloned_repositories/Smack.git/smack-experimental/src/main/java/org/jivesoftware/smackx/iot/data/filter/IoTFieldsExtensionFilter.java,27,only Done,VM NM,1192,1,2,1,done,NM
Date,since,ATTRIBUTE,Java,cloned_repositories/Smack.git/smack-extensions/src/main/java/org/jivesoftware/smackx/last_interaction/element/IdleElement.java,35,since,VM,1193,0,0,1,since,VM
boolean,stillWaiting,DECLARATION,Java,cloned_repositories/Smack.git/smack-im/src/main/java/org/jivesoftware/smack/roster/RosterUtil.java,72,still Waiting,VM V,1194,0,0,3,still,VM
boolean,stillWaiting,DECLARATION,Java,cloned_repositories/Smack.git/smack-im/src/main/java/org/jivesoftware/smack/roster/RosterUtil.java,72,still Waiting,VM V,1194,1,2,3,waiting,V
AfterXStanzas,afterXStanzas,ATTRIBUTE,Java,cloned_repositories/Smack.git/smack-streammanagement/src/main/java/org/jivesoftware/smack/sm/predicates/ForMatchingPredicateOrAfterXStanzas.java,25,after X Stanzas,P D NPL,1195,0,0,1,after,P
AfterXStanzas,afterXStanzas,ATTRIBUTE,Java,cloned_repositories/Smack.git/smack-streammanagement/src/main/java/org/jivesoftware/smack/sm/predicates/ForMatchingPredicateOrAfterXStanzas.java,25,after X Stanzas,P D NPL,1195,1,1,1,x,D
AfterXStanzas,afterXStanzas,ATTRIBUTE,Java,cloned_repositories/Smack.git/smack-streammanagement/src/main/java/org/jivesoftware/smack/sm/predicates/ForMatchingPredicateOrAfterXStanzas.java,25,after X Stanzas,P D NPL,1195,2,2,1,stanzas,NPL
void,afterFiltersClosed,FUNCTION,Java,cloned_repositories/Smack.git/smack-tcp/src/main/java/org/jivesoftware/smack/tcp/XmppTcpTransportModule.java,642,after Filters Closed,P NPL V,1196,0,0,4,after,P
void,afterFiltersClosed,FUNCTION,Java,cloned_repositories/Smack.git/smack-tcp/src/main/java/org/jivesoftware/smack/tcp/XmppTcpTransportModule.java,642,after Filters Closed,P NPL V,1196,1,1,4,filters,NPL
void,afterFiltersClosed,FUNCTION,Java,cloned_repositories/Smack.git/smack-tcp/src/main/java/org/jivesoftware/smack/tcp/XmppTcpTransportModule.java,642,after Filters Closed,P NPL V,1196,2,2,4,closed,V
JComboBox,_lookandfeel,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,72,look and feel,NM CJ NM,1197,0,0,1,look,NM
JComboBox,_lookandfeel,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,72,look and feel,NM CJ NM,1197,1,1,1,and,CJ
JComboBox,_lookandfeel,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,72,look and feel,NM CJ NM,1197,2,2,1,feel,NM
JLabel,_lookandfeelLabel,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,71,look and feel Label,NM CJ NM N,1198,0,0,1,look,NM
JLabel,_lookandfeelLabel,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,71,look and feel Label,NM CJ NM N,1198,1,1,1,and,CJ
JLabel,_lookandfeelLabel,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,71,look and feel Label,NM CJ NM N,1198,2,1,1,feel,NM
JLabel,_lookandfeelLabel,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,71,look and feel Label,NM CJ NM N,1198,3,2,1,label,N
JLabel,getLookandfeelLabel,FUNCTION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,531,get Look and feel Label,V NM CJ NM N,1199,0,0,4,get,V
JLabel,getLookandfeelLabel,FUNCTION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,531,get Look and feel Label,V NM CJ NM N,1199,1,1,4,look,NM
JLabel,getLookandfeelLabel,FUNCTION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,531,get Look and feel Label,V NM CJ NM N,1199,2,1,4,and,CJ
JLabel,getLookandfeelLabel,FUNCTION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,531,get Look and feel Label,V NM CJ NM N,1199,3,1,4,feel,NM
JLabel,getLookandfeelLabel,FUNCTION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,531,get Look and feel Label,V NM CJ NM N,1199,4,2,4,label,N
NativeLong,til_or_since,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/idle/linux/LinuxIdleTime.java,31,til or since,P CJ P,1200,0,0,1,til,P
NativeLong,til_or_since,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/idle/linux/LinuxIdleTime.java,31,til or since,P CJ P,1200,1,1,1,or,CJ
NativeLong,til_or_since,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/idle/linux/LinuxIdleTime.java,31,til or since,P CJ P,1200,2,2,1,since,P
JPanel,treeandInfo,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,58,tree and Info,N CJ N,1201,0,0,1,tree,N
JPanel,treeandInfo,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,58,tree and Info,N CJ N,1201,1,1,1,and,CJ
JPanel,treeandInfo,ATTRIBUTE,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,58,tree and Info,N CJ N,1201,2,2,1,info,N
String,showStringforAdd,DECLARATION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,216,show String for Add,NM N P N,1202,0,0,3,show,NM
String,showStringforAdd,DECLARATION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,216,show String for Add,NM N P N,1202,1,1,3,string,N
String,showStringforAdd,DECLARATION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,216,show String for Add,NM N P N,1202,2,1,3,for,P
String,showStringforAdd,DECLARATION,Java,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,216,show String for Add,NM N P N,1202,3,2,3,add,N
int,onlyuser,ATTRIBUTE,C,cloned_repositories/toggldesktop.git/third_party/openssl/include/openssl/x509v3.h,299,only user,VM N,1203,0,0,1,only,VM
int,onlyuser,ATTRIBUTE,C,cloned_repositories/toggldesktop.git/third_party/openssl/include/openssl/x509v3.h,299,only user,VM N,1203,1,2,1,user,N
string,m_what,ATTRIBUTE,C++,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Dependencies/Catch/catch.hpp,348,m what,PRE DT,1204,0,0,1,m,PRE
string,m_what,ATTRIBUTE,C++,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Dependencies/Catch/catch.hpp,348,m what,PRE DT,1204,1,2,1,what,DT
bool,is_even,PARAMETER,C++,cloned_repositories/toggldesktop.git/third_party/poco/Foundation/src/bignum-dtoa.cc,66,is even,V NM,1205,0,0,5,is,V
bool,is_even,PARAMETER,C++,cloned_repositories/toggldesktop.git/third_party/poco/Foundation/src/bignum-dtoa.cc,66,is even,V NM,1205,1,2,5,even,NM
uint64_t,significand,ATTRIBUTE,C++,cloned_repositories/toggldesktop.git/third_party/poco/Foundation/src/cached-powers.cc,39,significand,N,1206,0,0,1,significand,N
size_t,wherelen,PARAMETER,C,cloned_repositories/toggldesktop.git/third_party/poco/openssl/build/include/openssl/bio.h,633,where len,NM N,1207,0,0,5,where,NM
size_t,wherelen,PARAMETER,C,cloned_repositories/toggldesktop.git/third_party/poco/openssl/build/include/openssl/bio.h,633,where len,NM N,1207,1,2,5,len,N
int,waiting_for_dht_connection,DECLARATION,C,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,314,waiting for dht connection,V P NM N,1208,0,0,3,waiting,V
int,waiting_for_dht_connection,DECLARATION,C,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,314,waiting for dht connection,V P NM N,1208,1,1,3,for,P
int,waiting_for_dht_connection,DECLARATION,C,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,314,waiting for dht connection,V P NM N,1208,2,1,3,dht,NM
int,waiting_for_dht_connection,DECLARATION,C,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,314,waiting for dht connection,V P NM N,1208,3,2,3,connection,N
uint64_t,badonly,DECLARATION,C,cloned_repositories/toxcore.git/toxcore/DHT.c,1556,bad only,NM VM,1209,0,0,3,bad,NM
uint64_t,badonly,DECLARATION,C,cloned_repositories/toxcore.git/toxcore/DHT.c,1556,bad only,NM VM,1209,1,2,3,only,VM
timeval,tv_now,DECLARATION,C,cloned_repositories/weechat.git/src/core/hook/wee-hook-timer.c,229,t v now,NM N VM,1210,0,0,3,t,NM
timeval,tv_now,DECLARATION,C,cloned_repositories/weechat.git/src/core/hook/wee-hook-timer.c,229,t v now,NM N VM,1210,1,1,3,v,N
timeval,tv_now,DECLARATION,C,cloned_repositories/weechat.git/src/core/hook/wee-hook-timer.c,229,t v now,NM N VM,1210,2,2,3,now,VM
int,time_for_each_line,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,129,time for each line,N P DT N,1211,0,0,1,time,N
int,time_for_each_line,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,129,time for each line,N P DT N,1211,1,1,1,for,P
int,time_for_each_line,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,129,time for each line,N P DT N,1211,2,1,1,each,DT
int,time_for_each_line,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,129,time for each line,N P DT N,1211,3,2,1,line,N
char,plugin_name_for_upgrade,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,84,plugin name for upgrade,NM N P N,1212,0,0,1,plugin,NM
char,plugin_name_for_upgrade,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,84,plugin name for upgrade,NM N P N,1212,1,1,1,name,N
char,plugin_name_for_upgrade,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,84,plugin name for upgrade,NM N P N,1212,2,1,1,for,P
char,plugin_name_for_upgrade,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,84,plugin name for upgrade,NM N P N,1212,3,2,1,upgrade,N
int,text_search_where,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,196,text search where,N V VM,1213,0,0,1,text,N
int,text_search_where,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,196,text search where,N V VM,1213,1,1,1,search,V
int,text_search_where,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-buffer.h,196,text search where,N V VM,1213,2,2,1,where,VM
int,lines_after,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-window.h,96,lines after,NPL P,1214,0,0,1,lines,NPL
int,lines_after,ATTRIBUTE,C,cloned_repositories/weechat.git/src/gui/gui-window.h,96,lines after,NPL P,1214,1,2,1,after,P
char,buffer_as_string,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-channel.h,89,buffer as string,N P N,1215,0,0,1,buffer,N
char,buffer_as_string,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-channel.h,89,buffer as string,N P N,1215,1,1,1,as,P
char,buffer_as_string,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-channel.h,89,buffer as string,N P N,1215,2,2,1,string,N
time_t,time_now,DECLARATION,C,cloned_repositories/weechat.git/src/plugins/irc/irc-command.c,2877,time now,N VM,1216,0,0,3,time,N
time_t,time_now,DECLARATION,C,cloned_repositories/weechat.git/src/plugins/irc/irc-command.c,2877,time now,N VM,1216,1,2,3,now,VM
char,message_after_mod,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,184,message after mod,N P N,1217,0,0,1,message,N
char,message_after_mod,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,184,message after mod,N P N,1217,1,1,1,after,P
char,message_after_mod,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,184,message after mod,N P N,1217,2,2,1,mod,N
char,message_before_mod,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,183,message before mod,V P N,1218,0,0,1,message,V
char,message_before_mod,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,183,message before mod,V P N,1218,1,1,1,before,P
char,message_before_mod,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,183,message before mod,V P N,1218,2,2,1,mod,N
int,utf8only,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,258,utf8 only,N VM,1219,0,0,1,utf8,N
int,utf8only,ATTRIBUTE,C,cloned_repositories/weechat.git/src/plugins/irc/irc-server.h,258,utf8 only,N VM,1219,1,2,1,only,VM
char,c_where,DECLARATION,C,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,726,c where,PRE VM,1220,0,0,3,c,PRE
char,c_where,DECLARATION,C,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,726,c where,PRE VM,1220,1,2,3,where,VM
int*,generate_key_or_iv,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/asn1/pkcs12/packet-pkcs12-template.c,79,generate key or iv,V N CJ N,1221,0,0,4,generate,V
int*,generate_key_or_iv,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/asn1/pkcs12/packet-pkcs12-template.c,79,generate key or iv,V N CJ N,1221,1,1,4,key,N
int*,generate_key_or_iv,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/asn1/pkcs12/packet-pkcs12-template.c,79,generate key or iv,V N CJ N,1221,2,1,4,or,CJ
int*,generate_key_or_iv,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/asn1/pkcs12/packet-pkcs12-template.c,79,generate key or iv,V N CJ N,1221,3,2,4,iv,N
int*,dissect_acdr_ip_or_other,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,1265,dissect acdr ip or other,V NM N CJ N,1222,0,0,4,dissect,V
int*,dissect_acdr_ip_or_other,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,1265,dissect acdr ip or other,V NM N CJ N,1222,1,1,4,acdr,NM
int*,dissect_acdr_ip_or_other,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,1265,dissect acdr ip or other,V NM N CJ N,1222,2,1,4,ip,N
int*,dissect_acdr_ip_or_other,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,1265,dissect acdr ip or other,V NM N CJ N,1222,3,1,4,or,CJ
int*,dissect_acdr_ip_or_other,FUNCTION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-acdr.c,1265,dissect acdr ip or other,V NM N CJ N,1222,4,2,4,other,N
gboolean,header_only,PARAMETER,C,cloned_repositories/wireshark.git/epan/dissectors/packet-dnp.c,1687,header only,N VM,1223,0,0,5,header,N
gboolean,header_only,PARAMETER,C,cloned_repositories/wireshark.git/epan/dissectors/packet-dnp.c,1687,header only,N VM,1223,1,2,5,only,VM
guint8,value_a_and_front_reserved,DECLARATION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,199,value a and front reserved,NM N CJ N V,1224,0,0,3,value,NM
guint8,value_a_and_front_reserved,DECLARATION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,199,value a and front reserved,NM N CJ N V,1224,1,1,3,a,N
guint8,value_a_and_front_reserved,DECLARATION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,199,value a and front reserved,NM N CJ N V,1224,2,1,3,and,CJ
guint8,value_a_and_front_reserved,DECLARATION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,199,value a and front reserved,NM N CJ N V,1224,3,1,3,front,N
guint8,value_a_and_front_reserved,DECLARATION,C,cloned_repositories/wireshark.git/epan/dissectors/packet-kink.c,199,value a and front reserved,NM N CJ N V,1224,4,2,3,reserved,V
gint,how,PARAMETER,C,cloned_repositories/wireshark.git/plugins/epan/mate/mate_util.c,36,how,VM,1225,0,0,5,how,VM
int,num_of_after_release_pdus,ATTRIBUTE,C,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,308,num of after release pdus,N P P V NPL,1226,0,0,1,num,N
int,num_of_after_release_pdus,ATTRIBUTE,C,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,308,num of after release pdus,N P P V NPL,1226,1,1,1,of,P
int,num_of_after_release_pdus,ATTRIBUTE,C,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,308,num of after release pdus,N P P V NPL,1226,2,1,1,after,P
int,num_of_after_release_pdus,ATTRIBUTE,C,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,308,num of after release pdus,N P P V NPL,1226,3,1,1,release,V
int,num_of_after_release_pdus,ATTRIBUTE,C,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,308,num of after release pdus,N P P V NPL,1226,4,2,1,pdus,NPL
gboolean,after_release,ATTRIBUTE,C,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,281,after release,P N,1227,0,0,1,after,P
gboolean,after_release,ATTRIBUTE,C,cloned_repositories/wireshark.git/plugins/epan/mate/mate.h,281,after release,P N,1227,1,2,1,release,N
void*,plugin_if_mainwindow_update_toolbars,FUNCTION,C++,cloned_repositories/wireshark.git/ui/logray/logray_main_window.cpp,274,plugin if mainwindow update toolbars,PRE PRE PRE V NPL,1228,0,0,4,plugin,PRE
void*,plugin_if_mainwindow_update_toolbars,FUNCTION,C++,cloned_repositories/wireshark.git/ui/logray/logray_main_window.cpp,274,plugin if mainwindow update toolbars,PRE PRE PRE V NPL,1228,1,1,4,if,PRE
